phenotype_name	source_concept_id	standard_concept_id	source_name	source_vocabulary	source_domain	standard_name	standard_vocabulary	standard_domain
opioids	40051239	40051239	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173087	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 12 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173091	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 16 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173095	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 18 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173097	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 2 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173112	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 24 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173116	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 3 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173124	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 30 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173126	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 32 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173130	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 4 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173143	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 6 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051239	40173145	Hydromorphone Extended Release Oral Capsule	RxNorm	Drug	Hydromorphone Hydrochloride 8 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40051242	40051242	Hydromorphone Injectable Solution	RxNorm	Drug	Hydromorphone Injectable Solution	RxNorm	Drug
opioids	40051242	40173104	Hydromorphone Injectable Solution	RxNorm	Drug	Hydromorphone Hydrochloride 2 MG/ML Injectable Solution	RxNorm	Drug
opioids	40051242	42707369	Hydromorphone Injectable Solution	RxNorm	Drug	Hydromorphone Hydrochloride 0.01 MG/ML Injectable Solution	RxNorm	Drug
opioids	40061355	40061355	Meperidine / Promethazine Oral Capsule	RxNorm	Drug	Meperidine / Promethazine Oral Capsule	RxNorm	Drug
opioids	40061355	40165010	Meperidine / Promethazine Oral Capsule	RxNorm	Drug	Meperidine Hydrochloride 50 MG / Promethazine Hydrochloride 25 MG Oral Capsule	RxNorm	Drug
opioids	40064716	1115068	Naproxen Extended Release Oral Tablet	RxNorm	Drug	Naproxen 375 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40064716	1115069	Naproxen Extended Release Oral Tablet	RxNorm	Drug	Naproxen 500 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40064716	19022103	Naproxen Extended Release Oral Tablet	RxNorm	Drug	Naproxen 1000 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40064716	40064716	Naproxen Extended Release Oral Tablet	RxNorm	Drug	Naproxen Extended Release Oral Tablet	RxNorm	Drug
opioids	40064716	40241056	Naproxen Extended Release Oral Tablet	RxNorm	Drug	Naproxen 750 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40090252	19107233	Tramadol Oral Tablet	RxNorm	Drug	Tramadol 100 MG Oral Tablet	RxNorm	Drug
opioids	40090252	19134047	Tramadol Oral Tablet	RxNorm	Drug	tramadol hydrochloride 50 MG Oral Tablet	RxNorm	Drug
opioids	40090252	40090252	Tramadol Oral Tablet	RxNorm	Drug	Tramadol Oral Tablet	RxNorm	Drug
opioids	40135043	40135043	Oxymorphone Extended Release Oral Tablet	RxNorm	Drug	Oxymorphone Extended Release Oral Tablet	RxNorm	Drug
opioids	40135043	40187743	Oxymorphone Extended Release Oral Tablet	RxNorm	Drug	Oxymorphone Hydrochloride 10 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40135043	40187749	Oxymorphone Extended Release Oral Tablet	RxNorm	Drug	Oxymorphone Hydrochloride 15 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40135043	40187753	Oxymorphone Extended Release Oral Tablet	RxNorm	Drug	Oxymorphone Hydrochloride 20 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40135043	40187757	Oxymorphone Extended Release Oral Tablet	RxNorm	Drug	Oxymorphone Hydrochloride 30 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40135043	40187761	Oxymorphone Extended Release Oral Tablet	RxNorm	Drug	Oxymorphone Hydrochloride 40 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40135043	40187777	Oxymorphone Extended Release Oral Tablet	RxNorm	Drug	Oxymorphone Hydrochloride 5 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40135043	40187786	Oxymorphone Extended Release Oral Tablet	RxNorm	Drug	Oxymorphone Hydrochloride 7.5 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40146282	40146282	Codeine / Phenylephrine / Pyrilamine Oral Solution	RxNorm	Drug	Codeine / Phenylephrine / Pyrilamine Oral Solution	RxNorm	Drug
opioids	40146282	40221779	Codeine / Phenylephrine / Pyrilamine Oral Solution	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML / Pyrilamine Maleate 1 MG/ML Oral Solution	RxNorm	Drug
opioids	40146282	40221782	Codeine / Phenylephrine / Pyrilamine Oral Solution	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML / Pyrilamine Maleate 1.67 MG/ML Oral Solution	RxNorm	Drug
opioids	40146282	40223068	Codeine / Phenylephrine / Pyrilamine Oral Solution	RxNorm	Drug	Codeine Phosphate 1.8 MG/ML / Phenylephrine Hydrochloride 1 MG/ML / Pyrilamine Maleate 1.67 MG/ML Oral Solution	RxNorm	Drug
opioids	40148426	40148426	Brompheniramine / Codeine Oral Solution	RxNorm	Drug	Brompheniramine / Codeine Oral Solution	RxNorm	Drug
opioids	40148426	42898440	Brompheniramine / Codeine Oral Solution	RxNorm	Drug	Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution	RxNorm	Drug
opioids	40152900	40152900	Brompheniramine / Codeine Oral Tablet	RxNorm	Drug	Brompheniramine / Codeine Oral Tablet	RxNorm	Drug
opioids	40152900	42901883	Brompheniramine / Codeine Oral Tablet	RxNorm	Drug	Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG Oral Tablet	RxNorm	Drug
opioids	40152900	42901888	Brompheniramine / Codeine Oral Tablet	RxNorm	Drug	Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG Oral Tablet	RxNorm	Drug
opioids	40161145	40161248	Caldolor	RxNorm	Drug	8 ML Ibuprofen 100 MG/ML Injection [Caldolor]	RxNorm	Drug
opioids	40161145	40161249	Caldolor	RxNorm	Drug	Ibuprofen 100 MG/ML [Caldolor]	RxNorm	Drug
opioids	40161145	42628867	Caldolor	RxNorm	Drug	Ibuprofen Injection [Caldolor]	RxNorm	Drug
opioids	40161145	42628869	Caldolor	RxNorm	Drug	Ibuprofen 100 MG/ML Injection [Caldolor]	RxNorm	Drug
opioids	40161268	40161250	Ibuprohm	RxNorm	Drug	Ibuprofen 200 MG Oral Tablet [Ibuprohm]	RxNorm	Drug
opioids	40161268	40161251	Ibuprohm	RxNorm	Drug	Ibuprofen 200 MG [Ibuprohm]	RxNorm	Drug
opioids	40161268	40161255	Ibuprohm	RxNorm	Drug	Ibuprofen Oral Tablet [Ibuprohm]	RxNorm	Drug
opioids	40163166	40163056	Notuss PE	RxNorm	Drug	Codeine / Phenylephrine Oral Solution [Notuss PE]	RxNorm	Drug
opioids	40163166	40221791	Notuss PE	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution [Notuss PE]	RxNorm	Drug
opioids	40163166	40221792	Notuss PE	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 2 MG/ML [Notuss PE]	RxNorm	Drug
opioids	40163167	40163128	MIdol Cramps & Bodyaches	RxNorm	Drug	Ibuprofen 200 MG Oral Tablet [MIdol Cramps & Bodyaches]	RxNorm	Drug
opioids	40163167	40163129	MIdol Cramps & Bodyaches	RxNorm	Drug	Ibuprofen 200 MG [MIdol Cramps & Bodyaches]	RxNorm	Drug
opioids	40163167	40163134	MIdol Cramps & Bodyaches	RxNorm	Drug	Ibuprofen Oral Tablet [MIdol Cramps & Bodyaches]	RxNorm	Drug
opioids	40163167	40243947	MIdol Cramps & Bodyaches	RxNorm	Drug	Ibuprofen 200 MG Oral Capsule [MIdol Cramps & Bodyaches]	RxNorm	Drug
opioids	40163167	40243953	MIdol Cramps & Bodyaches	RxNorm	Drug	Ibuprofen Oral Capsule [MIdol Cramps & Bodyaches]	RxNorm	Drug
opioids	40164173	1718420	Cambia	RxNorm	Drug	Diclofenac Potassium 50 MG [Cambia]	RxNorm	Drug
opioids	40164173	1718421	Cambia	RxNorm	Drug	Diclofenac Powder for Oral Solution [Cambia]	RxNorm	Drug
opioids	40164173	40163827	Cambia	RxNorm	Drug	Diclofenac Potassium 50 MG Powder for Oral Solution [Cambia]	RxNorm	Drug
opioids	40165002	40165002	Meperidine Hydrochloride 25 MG/ML	RxNorm	Drug	Meperidine Hydrochloride 25 MG/ML	RxNorm	Drug
opioids	40165023	40165023	Meperidine Hydrochloride 75 MG/ML	RxNorm	Drug	Meperidine Hydrochloride 75 MG/ML	RxNorm	Drug
opioids	40165346	40163823	Zipsor	RxNorm	Drug	Diclofenac Oral Capsule [Zipsor]	RxNorm	Drug
opioids	40165346	40163830	Zipsor	RxNorm	Drug	Diclofenac Potassium 25 MG Oral Capsule [Zipsor]	RxNorm	Drug
opioids	40165346	40163831	Zipsor	RxNorm	Drug	Diclofenac Potassium 25 MG [Zipsor]	RxNorm	Drug
opioids	40166329	40166329	Methadone Hydrochloride 2 MG/ML	RxNorm	Drug	Methadone Hydrochloride 2 MG/ML	RxNorm	Drug
opioids	40166369	40166369	Methadone Hydrochloride 50 MG/ML	RxNorm	Drug	Methadone Hydrochloride 50 MG/ML	RxNorm	Drug
opioids	40167050	40167050	Codeine / Pseudoephedrine / Pyrilamine Oral Solution	RxNorm	Drug	Codeine / Pseudoephedrine / Pyrilamine Oral Solution	RxNorm	Drug
opioids	40167050	40221793	Codeine / Pseudoephedrine / Pyrilamine Oral Solution	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML / Pyrilamine Maleate 3 MG/ML Oral Solution	RxNorm	Drug
opioids	40170086	40169180	Motrin PM	RxNorm	Drug	Diphenhydramine Citrate 38 MG / Ibuprofen 200 MG Oral Tablet [Motrin PM]	RxNorm	Drug
opioids	40170086	40169181	Motrin PM	RxNorm	Drug	Diphenhydramine Citrate 38 MG / Ibuprofen 200 MG [Motrin PM]	RxNorm	Drug
opioids	40170086	40169182	Motrin PM	RxNorm	Drug	Diphenhydramine / Ibuprofen Oral Tablet [Motrin PM]	RxNorm	Drug
opioids	40171924	40173035	Ultraprin	RxNorm	Drug	Ibuprofen 200 MG Oral Tablet [Ultraprin]	RxNorm	Drug
opioids	40171924	40173037	Ultraprin	RxNorm	Drug	Ibuprofen 200 MG [Ultraprin]	RxNorm	Drug
opioids	40171924	40173054	Ultraprin	RxNorm	Drug	Ibuprofen Oral Tablet [Ultraprin]	RxNorm	Drug
opioids	40173068	40173068	Hydromorphone Hydrochloride 1 MG	RxNorm	Drug	Hydromorphone Hydrochloride 1 MG	RxNorm	Drug
opioids	40173096	40173096	Hydromorphone Hydrochloride 2 MG	RxNorm	Drug	Hydromorphone Hydrochloride 2 MG	RxNorm	Drug
opioids	40173115	40173115	Hydromorphone Hydrochloride 3 MG	RxNorm	Drug	Hydromorphone Hydrochloride 3 MG	RxNorm	Drug
opioids	40173129	40173129	Hydromorphone Hydrochloride 4 MG	RxNorm	Drug	Hydromorphone Hydrochloride 4 MG	RxNorm	Drug
opioids	40173136	40173136	Hydromorphone Hydrochloride 4 MG/ML	RxNorm	Drug	Hydromorphone Hydrochloride 4 MG/ML	RxNorm	Drug
opioids	40173142	40173142	Hydromorphone Hydrochloride 6 MG	RxNorm	Drug	Hydromorphone Hydrochloride 6 MG	RxNorm	Drug
opioids	40173527	40173376	Advil PM Liqui Gels	RxNorm	Drug	Diphenhydramine / Ibuprofen Oral Capsule [Advil PM Liqui Gels]	RxNorm	Drug
opioids	40173527	40173381	Advil PM Liqui Gels	RxNorm	Drug	Diphenhydramine Hydrochloride 25 MG / Ibuprofen 200 MG Oral Capsule [Advil PM Liqui Gels]	RxNorm	Drug
opioids	40173527	40173382	Advil PM Liqui Gels	RxNorm	Drug	Diphenhydramine Hydrochloride 25 MG / Ibuprofen 200 MG [Advil PM Liqui Gels]	RxNorm	Drug
opioids	40174852	40174852	Hydromorphone Extended Release Oral Tablet	RxNorm	Drug	Hydromorphone Extended Release Oral Tablet	RxNorm	Drug
opioids	40174852	40174860	Hydromorphone Extended Release Oral Tablet	RxNorm	Drug	Hydromorphone Hydrochloride 12 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40174852	40174863	Hydromorphone Extended Release Oral Tablet	RxNorm	Drug	Hydromorphone Hydrochloride 16 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40174852	40174866	Hydromorphone Extended Release Oral Tablet	RxNorm	Drug	Hydromorphone Hydrochloride 8 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40174852	42899095	Hydromorphone Extended Release Oral Tablet	RxNorm	Drug	Hydromorphone Hydrochloride 32 MG Extended Release Oral Tablet	RxNorm	Drug
opioids	40176130	40175471	Pennsaid	RxNorm	Drug	Diclofenac Topical Solution [Pennsaid]	RxNorm	Drug
opioids	40176130	40175472	Pennsaid	RxNorm	Drug	Diclofenac Sodium 15 MG/ML Topical Solution [Pennsaid]	RxNorm	Drug
opioids	40176130	40175473	Pennsaid	RxNorm	Drug	Diclofenac Sodium 15 MG/ML [Pennsaid]	RxNorm	Drug
opioids	40176130	44785204	Pennsaid	RxNorm	Drug	Diclofenac Sodium 20 MG/ML Topical Solution [Pennsaid]	RxNorm	Drug
opioids	40176130	44785205	Pennsaid	RxNorm	Drug	Diclofenac Sodium 20 MG/ML [Pennsaid]	RxNorm	Drug
opioids	40182881	40182881	Esomeprazole / Naproxen Delayed Release Oral Tablet	RxNorm	Drug	Esomeprazole / Naproxen Delayed Release Oral Tablet	RxNorm	Drug
opioids	40182881	40222575	Esomeprazole / Naproxen Delayed Release Oral Tablet	RxNorm	Drug	Esomeprazole 20 MG / Naproxen 375 MG Delayed Release Oral Tablet	RxNorm	Drug
opioids	40182881	40222578	Esomeprazole / Naproxen Delayed Release Oral Tablet	RxNorm	Drug	Esomeprazole 20 MG / Naproxen 500 MG Delayed Release Oral Tablet	RxNorm	Drug
opioids	40187732	40187732	Oxymorphone Hydrochloride 1 MG/ML	RxNorm	Drug	Oxymorphone Hydrochloride 1 MG/ML	RxNorm	Drug
opioids	40187748	40187748	Oxymorphone Hydrochloride 15 MG	RxNorm	Drug	Oxymorphone Hydrochloride 15 MG	RxNorm	Drug
opioids	40187756	40187756	Oxymorphone Hydrochloride 30 MG	RxNorm	Drug	Oxymorphone Hydrochloride 30 MG	RxNorm	Drug
opioids	40187776	40187776	Oxymorphone Hydrochloride 5 MG	RxNorm	Drug	Oxymorphone Hydrochloride 5 MG	RxNorm	Drug
opioids	40187785	40187785	Oxymorphone Hydrochloride 7.5 MG	RxNorm	Drug	Oxymorphone Hydrochloride 7.5 MG	RxNorm	Drug
opioids	40222030	40221455	Biotussin	RxNorm	Drug	Codeine / Guaifenesin / Pseudoephedrine Oral Solution [Biotussin]	RxNorm	Drug
opioids	40222030	40221632	Biotussin	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Biotussin]	RxNorm	Drug
opioids	40222030	40221666	Biotussin	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Biotussin]	RxNorm	Drug
opioids	40222264	40221470	Cheratussin	RxNorm	Drug	Codeine / Guaifenesin Oral Solution [Cheratussin]	RxNorm	Drug
opioids	40222264	40221704	Cheratussin	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Cheratussin]	RxNorm	Drug
opioids	40222264	40221726	Cheratussin	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML [Cheratussin]	RxNorm	Drug
opioids	40222364	40221465	Suttar	RxNorm	Drug	Codeine / Guaifenesin / Pseudoephedrine Oral Solution [Suttar]	RxNorm	Drug
opioids	40222364	40221664	Suttar	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Suttar]	RxNorm	Drug
opioids	40222364	40221698	Suttar	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Suttar]	RxNorm	Drug
opioids	40222377	40221478	Zotex C	RxNorm	Drug	Codeine / Phenylephrine / Pyrilamine Oral Solution [Zotex C]	RxNorm	Drug
opioids	40222377	40221780	Zotex C	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML / Pyrilamine Maleate 1 MG/ML Oral Solution [Zotex C]	RxNorm	Drug
opioids	40222377	40221781	Zotex C	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML / Pyrilamine Maleate 1 MG/ML [Zotex C]	RxNorm	Drug
opioids	40223616	40223214	Zflex	RxNorm	Drug	Acetaminophen / phenyltoloxamine Oral Tablet [Zflex]	RxNorm	Drug
opioids	40223616	40223231	Zflex	RxNorm	Drug	Acetaminophen 500 MG / Phenyltoloxamine citrate 55 MG Oral Tablet [Zflex]	RxNorm	Drug
opioids	40223616	40223232	Zflex	RxNorm	Drug	Acetaminophen 500 MG / Phenyltoloxamine citrate 55 MG [Zflex]	RxNorm	Drug
opioids	40223805	40223096	Giltuss Ped-C	RxNorm	Drug	Codeine Phosphate 3 MG/ML / Guaifenesin 50 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution [Giltuss Ped-C]	RxNorm	Drug
opioids	40223805	40223097	Giltuss Ped-C	RxNorm	Drug	Codeine Phosphate 3 MG/ML / Guaifenesin 50 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML [Giltuss Ped-C]	RxNorm	Drug
opioids	40223805	40223489	Giltuss Ped-C	RxNorm	Drug	Codeine / Guaifenesin / Phenylephrine Oral Solution [Giltuss Ped-C]	RxNorm	Drug
opioids	40229920	40228867	Poly Hist NC	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML / Triprolidine Hydrochloride 0.25 MG/ML Oral Solution [Poly Hist NC]	RxNorm	Drug
opioids	40229920	40228868	Poly Hist NC	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML / Triprolidine Hydrochloride 0.25 MG/ML [Poly Hist NC]	RxNorm	Drug
opioids	40229920	40228881	Poly Hist NC	RxNorm	Drug	Codeine / Pseudoephedrine / Triprolidine Oral Solution [Poly Hist NC]	RxNorm	Drug
opioids	40231470	40230619	Notuss-NX	RxNorm	Drug	chlorcyclizine / Codeine Oral Solution [Notuss-NX]	RxNorm	Drug
opioids	40231470	40239737	Notuss-NX	RxNorm	Drug	Chlorcyclizine hydrochloride 1.88 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution [Notuss-NX]	RxNorm	Drug
opioids	40231470	40239738	Notuss-NX	RxNorm	Drug	Chlorcyclizine hydrochloride 1.88 MG/ML / Codeine Phosphate 2 MG/ML [Notuss-NX]	RxNorm	Drug
opioids	40232711	40232711	Oxycodone Hydrochloride 10 MG/ML	RxNorm	Drug	Oxycodone Hydrochloride 10 MG/ML	RxNorm	Drug
opioids	40233708	40233548	Pluratuss	RxNorm	Drug	Brompheniramine 0.8 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine 1.5 MG/ML Oral Solution [Pluratuss]	RxNorm	Drug
opioids	40233708	40233549	Pluratuss	RxNorm	Drug	Brompheniramine 0.8 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine 1.5 MG/ML [Pluratuss]	RxNorm	Drug
opioids	40233708	40233564	Pluratuss	RxNorm	Drug	Brompheniramine / Codeine / Phenylephrine Oral Solution [Pluratuss]	RxNorm	Drug
opioids	40233827	40233128	Relcof C	RxNorm	Drug	Codeine / Guaifenesin Oral Solution [Relcof C]	RxNorm	Drug
opioids	40233827	40233129	Relcof C	RxNorm	Drug	Codeine Phosphate 1.26 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Relcof C]	RxNorm	Drug
opioids	40233827	40233130	Relcof C	RxNorm	Drug	Codeine Phosphate 1.26 MG/ML / Guaifenesin 20 MG/ML [Relcof C]	RxNorm	Drug
opioids	40239163	40239179	Duexis	RxNorm	Drug	Famotidine / Ibuprofen Oral Tablet [Duexis]	RxNorm	Drug
opioids	40239163	40239182	Duexis	RxNorm	Drug	Famotidine 26.6 MG / Ibuprofen 800 MG Oral Tablet [Duexis]	RxNorm	Drug
opioids	40239163	40239183	Duexis	RxNorm	Drug	Famotidine 26.6 MG / Ibuprofen 800 MG [Duexis]	RxNorm	Drug
opioids	40240169	40240170	Oxecta	RxNorm	Drug	Oxycodone Hydrochloride 5 MG Oral Tablet [Oxecta]	RxNorm	Drug
opioids	40240169	40240171	Oxecta	RxNorm	Drug	Oxycodone Hydrochloride 5 MG [Oxecta]	RxNorm	Drug
opioids	40240169	40240173	Oxecta	RxNorm	Drug	Oxycodone Hydrochloride 7.5 MG Oral Tablet [Oxecta]	RxNorm	Drug
opioids	40240169	40240174	Oxecta	RxNorm	Drug	Oxycodone Hydrochloride 7.5 MG [Oxecta]	RxNorm	Drug
opioids	40240169	40240175	Oxecta	RxNorm	Drug	Oxycodone Oral Tablet [Oxecta]	RxNorm	Drug
opioids	40240400	40240385	Acetadryl	RxNorm	Drug	Acetaminophen / Diphenhydramine Oral Tablet [Acetadryl]	RxNorm	Drug
opioids	40240400	40240412	Acetadryl	RxNorm	Drug	Acetaminophen 500 MG / Diphenhydramine Hydrochloride 25 MG Oral Tablet [Acetadryl]	RxNorm	Drug
opioids	40240400	40240413	Acetadryl	RxNorm	Drug	Acetaminophen 500 MG / Diphenhydramine Hydrochloride 25 MG [Acetadryl]	RxNorm	Drug
opioids	40240587	40240589	Codar GF	RxNorm	Drug	Codeine / Guaifenesin Oral Solution [Codar GF]	RxNorm	Drug
opioids	40240587	40240606	Codar GF	RxNorm	Drug	Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML Oral Solution [Codar GF]	RxNorm	Drug
opioids	40240587	40240607	Codar GF	RxNorm	Drug	Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML [Codar GF]	RxNorm	Drug
opioids	40241225	40240588	Z-Tuss E	RxNorm	Drug	Codeine / Guaifenesin / Pseudoephedrine Oral Solution [Z-Tuss E]	RxNorm	Drug
opioids	40241225	40240610	Z-Tuss E	RxNorm	Drug	Codeine Phosphate 1.8 MG/ML / Guaifenesin 40 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Z-Tuss E]	RxNorm	Drug
opioids	40241225	40240611	Z-Tuss E	RxNorm	Drug	Codeine Phosphate 1.8 MG/ML / Guaifenesin 40 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Z-Tuss E]	RxNorm	Drug
opioids	40241480	40241483	Codar D	RxNorm	Drug	Codeine / Pseudoephedrine Oral Solution [Codar D]	RxNorm	Drug
opioids	40241480	40241494	Codar D	RxNorm	Drug	Codeine Phosphate 1.6 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Codar D]	RxNorm	Drug
opioids	40241480	40241495	Codar D	RxNorm	Drug	Codeine Phosphate 1.6 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Codar D]	RxNorm	Drug
opioids	40241875	40241568	Sedalmex	RxNorm	Drug	Acetaminophen 500 MG / Caffeine 65 MG Oral Tablet [Sedalmex]	RxNorm	Drug
opioids	40241875	40241569	Sedalmex	RxNorm	Drug	Acetaminophen 500 MG / Caffeine 65 MG [Sedalmex]	RxNorm	Drug
opioids	40241875	40241582	Sedalmex	RxNorm	Drug	Acetaminophen / Caffeine Oral Tablet [Sedalmex]	RxNorm	Drug
opioids	40242507	40242507	24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule	RxNorm	Drug	24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40242511	40242511	24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule	RxNorm	Drug	24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule	RxNorm	Drug
opioids	40243971	40243171	M-End Max D	RxNorm	Drug	Codeine / dexbrompheniramine / Pseudoephedrine Oral Solution [M-End Max D]	RxNorm	Drug
opioids	40243971	40243174	M-End Max D	RxNorm	Drug	Codeine Phosphate 1.2 MG/ML / Dexbrompheniramine maleate 0.133 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Solution [M-End Max D]	RxNorm	Drug
opioids	40243971	40243175	M-End Max D	RxNorm	Drug	Codeine Phosphate 1.2 MG/ML / Dexbrompheniramine maleate 0.133 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML [M-End Max D]	RxNorm	Drug
opioids	42628932	42628932	Oxycodone 27 MG	RxNorm	Drug	Oxycodone 27 MG	RxNorm	Drug
opioids	42629097	42629097	diclofenac epolamine 0.013 MG/MG	RxNorm	Drug	diclofenac epolamine 0.013 MG/MG	RxNorm	Drug
opioids	42629507	42628922	Xtampza	RxNorm	Drug	Oxycodone 13.5 MG [Xtampza]	RxNorm	Drug
opioids	42629507	42628923	Xtampza	RxNorm	Drug	Abuse-Deterrent 12 HR Oxycodone 13.5 MG Extended Release Oral Capsule [Xtampza]	RxNorm	Drug
opioids	42629507	42628925	Xtampza	RxNorm	Drug	Oxycodone 13.5 MG Extended Release Oral Capsule [Xtampza]	RxNorm	Drug
opioids	42629507	42628928	Xtampza	RxNorm	Drug	Oxycodone 18 MG [Xtampza]	RxNorm	Drug
opioids	42629507	42628929	Xtampza	RxNorm	Drug	Abuse-Deterrent 12 HR Oxycodone 18 MG Extended Release Oral Capsule [Xtampza]	RxNorm	Drug
opioids	42629507	42628931	Xtampza	RxNorm	Drug	Oxycodone 18 MG Extended Release Oral Capsule [Xtampza]	RxNorm	Drug
opioids	42629507	42628934	Xtampza	RxNorm	Drug	Oxycodone 27 MG [Xtampza]	RxNorm	Drug
opioids	42629507	42628935	Xtampza	RxNorm	Drug	Abuse-Deterrent 12 HR Oxycodone 27 MG Extended Release Oral Capsule [Xtampza]	RxNorm	Drug
opioids	42629507	42628937	Xtampza	RxNorm	Drug	Oxycodone 27 MG Extended Release Oral Capsule [Xtampza]	RxNorm	Drug
opioids	42629507	42628940	Xtampza	RxNorm	Drug	Oxycodone 36 MG [Xtampza]	RxNorm	Drug
